SERVICEAUFTRAG;POSITION;ARTIKEL;NAME;MENGE
2004062;22;K04886A;"Carbon brush; UX1 115V, 230V";2
2004062;23;K03635;Joint ring  25x42x7 - BA;1
2004062;24;KK001;"Sundry supplies;";1
2004062;25;KK002;Labour costs - finding defects;1
2004062;26;KK002;Repairing defects;4
2004063;1;K04676;"Portable Extruder Welding Gun; MAK-18, 230 V, mN";1
2004063;2;K02696;Preheating nozzle 20 MA/E-25 u. 25-S ,UkR,SkR,EkR;1
2004063;3;K02669;Axial ball bearing 51203;1
2004063;4;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2004063;5;K05131;Armature UX1 230V;1
2004063;6;K04785;Rod Guide;1
2004063;7;K03336;"Front foil; to controller Type K";1
2004063;8;K03831;Ball bearing 900639;1
2004063;9;K03832;Ball bearing 900737;2
2004063;10;K03839;Circlip 900211;1
2004063;11;K03636;O-Ring, 62 x 2;1
2004063;12;K03852;Ball bearing 901015;1
2004063;13;K03638;"Joint ring; 10x19x7 Viton, Form A";1
2004063;14;K03588;"Circlip; SW 10";1
2004063;15;K05134;"Ball bearing UX1; 901144";1
2004063;16;K05158;Bearing sleeve 401041;1
2004063;17;K03640;Seal ring 4,5x7x1;3
2004063;18;K04172;"Oil; 80ml";1
2004063;19;K04886A;"Carbon brush; UX1 115V, 230V";2
2004063;20;K03635;Joint ring  25x42x7 - BA;1
2004063;21;KK001;"Sundry supplies;";1
2004063;22;KK002;Labour costs - finding defects;1
2004063;23;KK002;Labour costs - repairing defects;2
2004064;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2004064;2;K05131;Anker UX1 230V;1
2004064;3;K05574;"Flansch;";1
2004064;4;K05544;"Rillenkugellager;";1
2004064;5;K03769;"Motorgehäuse 301500_UX1; Antrieb DB, UX1";1
2004064;6;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004064;7;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2004064;8;K02669;"Axialrillenkugellager; 51203";1
2004064;9;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004064;10;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2004064;11;K03035;"Sicherungsring; H 16";1
2004064;12;K04509;"Düse; 30, MA/E-K-18/25, 3mm";1
2004064;13;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004064;14;K03831;"Rillenkugellager; 6000 BRS";1
2004064;15;K03832;"Rillenkugellager; 608 BRS";2
2004064;16;K03839;"Sicherungsring; A14";1
2004064;17;K03636;"O-Ring; 62 x 2";1
2004064;18;K03852;"Rillenkugellager; 6000-2BRS C3";1
2004064;19;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2004064;20;K03588;"Sicherungsring; SW 10";1
2004064;21;K05134;"Rillenkugellager UX1; 901144";1
2004064;22;K05158;"Lagerhülse; 401041";1
2004064;23;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2004064;24;K04172;"Öl; 80ml";1
2004064;25;K04886A;"Kohlebürste UX1; 2412";2
2004064;26;K03635;"Wellendichtring; 25x42x7 - BA";1
2004064;27;KK001;Kleinteile;1
2004064;28;KK002;Schadensbild ermitteln;1
2004064;29;KK002;Schaden beheben;3
2004064;30;999000;Verpackungskosten;1
2004065;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004065;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2004065;3;K02669;"Axialrillenkugellager; 51203";1
2004065;4;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004065;5;K04407;"Schweißschuhhalter MM; 32 x 15";1
2004065;6;KK001;Kleinteile;1
2004065;7;KK002;Arbeitslohn;2
2004065;8;999000;Verpackung PackStücke;1
2004066;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004066;2;K05538;"Schneidkopf 18-9; MM";1
2004066;3;K05539;"Einzugshülse V; MM";1
2004066;4;K02669;"Axialrillenkugellager; 51203";1
2004066;5;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2004066;6;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2004066;7;K04259;"Frontfolie Display; für K-Regler  MM";1
2004066;8;K04808B;"Regler f. Masse/Luft; 230 V / 250W mit MotorLP MM";1
2004066;9;KK001;Kleinteile;1
2004066;10;KK002;Arbeitslohn;3
2004066;11;Paket;Paketsonderpreis;1
2004067;1;K04688;"Extruderschweißgerät; MAK-40-B, 230 V, mN";1
2004067;2;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004067;3;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2004067;4;K03701;"Axialrillenkugellager; 51305";1
2004067;5;K03702;"Rillenkugellager; 6005 2RS C3 FT150";1
2004067;6;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004067;7;K04172;"Öl; 80ml";1
2004067;8;KK001;Kleinteile;1
2004067;9;KK002;Arbeitslohn;3
2003994;5;K03703;"Sicherungsring; I   52 x 2";2
2003994;6;K03701;"Axialrillenkugellager; 51305";1
2004070;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004070;2;K02669;"Axialrillenkugellager; 51203";1
2004070;3;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2004070;4;K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";1
2004070;5;KK002;Arbeitslohn;1
2004073;1;K04676A;"Extruderschweißgerät; MAK-18, 230 V, mN, dGr";1
2004073;2;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2004073;3;K03636;"O-Ring; 62 x 2";1
2004073;4;K05152;"Verschlussschraube        EBM13; 800026";1
2004073;5;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2004073;6;K02378;"Dichtring; 10x14x1,5 A";1
2004073;7;K05146;Getriebegehäuse für WX2 Antrieb;1
2004073;8;K03832;"Rillenkugellager; 608 BRS";1
2004073;9;K03831;"Rillenkugellager; 6000 BRS";1
2004073;10;K03635;"Wellendichtring; 25x42x7 - BA";1
2004073;11;K03839;"Sicherungsring; A14";1
2004073;12;K04172;"Öl; 80ml";1
2004073;13;K02924;"Extruderschnecke; MA/E-25 u. 25-S; MAK18 u. 25";1
2004073;14;K02965;"Dichtring; MA/E-25 u. 25-S";1
2004073;15;K02669;"Axialrillenkugellager; 51203";1
2004073;16;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004073;17;KK001;Kleinteile;1
2004073;18;KK002;Arbeitslohn;4
2004074;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004074;2;K05539;"Einzugshülse V; MM";1
2004074;3;K05538;"Schneidkopf 18-9; MM";1
2004074;4;K03360;"Verschraubung; RQG-P schwarz AD13 PG9";1
2004074;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2004074;6;K02669;"Axialrillenkugellager; 51203";1
2004074;7;KK002;Arbeitslohn;2
2004075;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2004075;2;K02669;"Axialrillenkugellager; 51203";1
2004075;3;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004075;4;K02924;"Extruderschnecke; MA/E-25 u. 25-S; MAK18 u. 25";1
2004075;5;KK002;Arbeitslohn;2,5
2004077;1;K04696;"Extruderschweißgerät; MAK-65-B, 230 V, mN";1
2004077;2;K04385;"Berührschutz; MAK 18,25,36,40,58,65 u. MEK 18,25";1
2004077;3;K04198;"Griffschale; MEG-23 / MEG-17";2
2004077;4;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2004077;5;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004077;6;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2004077;7;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2004077;8;K05544;"Rillenkugellager;";1
2004077;9;K05574;"Flansch;";1
2004077;10;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004077;11;K03701;"Axialrillenkugellager; 51305";1
2004077;12;K03702;"Rillenkugellager; 6005 2RS C3 FT150";1
2004077;13;K04668;"Extruderschnecke; MAE/K-65";1
2004077;14;K04469;"Schaltgehäuse-Deckel; eloxiert, oN, K-Regler";1
2004077;15;K04172;"Öl; 80ml";1
2004077;16;K03635;"Wellendichtring; 25x42x7 - BA";1
2004077;17;K03852;"Rillenkugellager; 6000-2BRS C3";2
2004077;18;K03832;"Rillenkugellager; 608 BRS";2
2004077;19;K03831;"Rillenkugellager; 6000 BRS";1
2004077;20;K03839;"Sicherungsring; A14";1
2004077;21;K05585;"Geflechtschlauch; 10 bis 20mm";35
2004077;22;K03636;"O-Ring; 62 x 2";1
2004077;23;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2004077;24;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2004077;25;K05682;"Acryl-Glasseidenschlauch; Id5, natur, 150m Spule";15
2004077;26;K03588;"Sicherungsring; SW 10";1
2004077;27;KK001;Kleinteile;1
2004077;28;KK002;Arbeitslohn;3
2004078;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2004078;2;K03955;"Gewindestift; M  5 x  6";1
2004078;3;K05492;"Frequenzumrichter  kompl. ;  Austausch";1
2004078;4;K03626;"Verschlußkappe; Gerätedose";1
2004078;5;K03629;"Anschlussleitung komplett; für Powerbox WX2";1
2004078;6;KK001;Kleinteile;1
2004078;7;KK002;Arbeitslohn;1,5
2004079;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2004079;2;K03406;"Kabelverschraubung; PG 16, Klemmbacken";1
2004079;3;K02807;"Reihenklemme; AKZ 2,5";3
2004079;4;K03115;"Distanzhülse; MA/E-25 u. 25-S";1
2004079;5;K02965;"Dichtring; MA/E-25 u. 25-S";1
2004079;6;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2004079;7;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2004079;8;K02669;"Axialrillenkugellager; 51203";1
2004079;9;K02670;"Rillenkugellager; 6003-2RS1";1
2004079;10;K02954;"Kohlen zu Electron 230V; ""abschaltbar""";1
2004079;11;K01203;"Schieber schwarz; 5612 A";1
2004079;12;K01081;"Filter; H 5519/5619/5719/3419/11919";1
2004079;13;K02205;"Staubschutzkappe; U1231";1
2004079;14;K04172;"Öl; 80ml";1
2004079;15;K03035;"Sicherungsring; H 16";1
2004079;16;KK001;Kleinteile;1
2004079;17;KK002;Arbeitslohn;3,5
2004081;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2004081;2;K02702B;"Körper; MA/E-25 u. 25-S";1
2004081;3;K02205;"Staubschutzkappe; U1231";1
2004081;4;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2004081;5;K03114;"Klemmring; MA/E-25 u. 25-S";1
2004081;6;K03113;"Führungsstange; MA/E-25 u. 25-S";1
2004081;7;K03115;"Distanzhülse; MA/E-25 u. 25-S";1
2004081;8;K02933;"Berührschutz; MA/E-25 u. 25-S";1
2004081;9;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2004081;10;K02954;"Kohlen zu Electron 230V; ""abschaltbar""";1
2004081;11;K00218;"Kugellager 626 2RS; 14311223";2
2004081;12;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2004081;13;K02669;"Axialrillenkugellager; 51203";1
2004081;14;K02670;"Rillenkugellager; 6003-2RS1";1
2004081;15;K04172;"Öl; 80ml";1
2004081;16;K02603;"Rohrheizpatrone; 21x31x 58, 230V, 400W";1
2004081;17;KK001;Kleinteile;1
2004081;18;KK002;Arbeitslohn;4
2004082;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2004082;2;K05574;"Flansch;";1
2004082;3;K03853;"Lagerkappe; WX2";1
2004082;4;K05544;"Rillenkugellager;";1
2004082;5;K05576;Getriebegehäuse für WX2 Antrieb;1
2004082;6;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2004082;7;K01081;"Filter; H 5519/5619/5719/3419/11919";1
2004082;8;K01203;"Schieber schwarz; 5612 A";1
2004082;9;K02648;"Lüfterrad - komplett; Antrieb DB, WX2Mu";1
2004082;10;K02603;"Rohrheizpatrone; 21x31x 58, 230V, 400W";1
2004082;11;K02669;"Axialrillenkugellager; 51203";1
2004082;12;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004082;13;K04172;"Öl; 80ml";1
2004082;14;K03635;"Wellendichtring; 25x42x7 - BA";1
2004082;15;K03852;"Rillenkugellager; 6000-2BRS C3";2
2004082;16;K03832;"Rillenkugellager; 608 BRS";2
2004082;17;K03831;"Rillenkugellager; 6000 BRS";1
2004082;18;K03839;"Sicherungsring; A14";1
2004082;19;K05585;"Geflechtschlauch; 10 bis 20mm";35
2004082;20;K03636;"O-Ring; 62 x 2";1
2004082;21;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2004082;22;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2004082;23;K05682;"Acryl-Glasseidenschlauch; Id5, natur, 150m Spule";15
2004082;24;K03588;"Sicherungsring; SW 10";1
2004082;25;KK001;Kleinteile;1
2004082;26;KK002;Arbeitslohn;4
2004083;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004083;2;K05538;"Schneidkopf 18-9; MM";1
2004083;3;K05539;"Einzugshülse V; MM";1
2004083;4;K02669;"Axialrillenkugellager; 51203";1
2004083;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2004083;6;K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";1
2004083;7;K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";1
2004083;8;999000;Verpackung PackStücke;1
2004083;9;KK001;Kleinteile;1
2004083;10;KK002;Arbeitslohn;2,5
2004084;1;K00758;"Extruderschweißgerät Typ SKR; 230 Volt,";1
2004084;2;K02954;"Kohlen zu Electron 230V; ""abschaltbar""";1
2004084;3;K00610;"Gleitlager; 6 x 12 x 8";1
2004084;4;K00659;"Seeger-Greifring; G   5,5 x 0,8";1
2004084;5;K01068;"Axialrillenkugellager; 51104";1
2004084;6;K00657;"Sicherungsring; I   35 x 1,5";1
2004084;7;K00254;"Kugellager  608 2RS1; 8 X 22 X 7";1
2004084;8;K00662;"Paßscheibe, 6 x 10 x 1; UK SK UKR SKR U5R (A)";2
2004084;9;K00658;"Sicherungsring; A   20 x 1,2";1
2004084;10;K00661;"Paßscheibe; 16 x 22 x 1,5";1
2004084;11;K00660;Paßscheibe 20 x 28 x 2;1
2004084;12;K05754;"Antriebseinheit Metabo; Typ BE 1100, 230 Volt";1
2004084;13;KK002;Arbeitslohn;1,5
2004085;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2004085;2;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004085;3;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2004085;4;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004085;5;K04172;"Öl; 80ml";1
2004085;6;KK001;Kleinteile;1
2004085;7;KK002;Arbeitslohn;1,5
2004086;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2004086;2;K03629;"Anschlussleitung komplett; für Powerbox WX2";1
2004086;3;K05442;"Distanzhülse; Id4,3 x Ad8 x 7, Ms";2
2004086;4;KK001;Kleinteile;1
2004086;5;KK002;Arbeitslohn;1
2004087;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2004087;2;K03336;"Frontfolie 06; für K-Regler";1
2004087;3;K02669;"Axialrillenkugellager; 51203";1
2004087;4;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004087;5;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2004087;6;K04509;"Düse; 30, MA/E-K-18/25, 3mm";1
2004087;7;K02922;"Kompressionsdüse; MA/E-25 u. 25-S MAK-18";1
2004087;8;K02965;"Dichtring; MA/E-25 u. 25-S";1
2004087;9;K04172;"Öl; 80ml";1
2004087;10;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004087;11;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2004087;12;KK001;Kleinteile;1
2004087;13;KK002;Arbeitslohn;3
2004088;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004088;2;K05202;"Regler f. Masse/Luft; 230 V mit MotorLP MM AUSTAUSCH";1
2004088;3;K04318;"Komplett Heizung; 230 V / 2100 W";1
2004088;4;K03892;"Griffschale - links; Spritzgussteil         MM";1
2004088;5;KK001;Kleinteile;1
2004088;6;KK002;Arbeitslohn;0,5
2004088;7;KK002;Arbeitslohn;2
2004089;1;K00763;"Extruderschweißgerät Typ UKRA; 230 Volt";1
2004089;2;K00517;"Triac 25 A        120/230 Volt; 5693";1
2004089;3;K00474;"Heizelement 32.1; 230 Volt 2200 Watt";1
2004089;4;KK001;Kleinteile;1
2004089;5;KK002;Arbeitslohn;1
2004084;14;KK002;Arbeitslohn;2
2004091;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2004091;2;K02954;"Kohlen zu Electron 230V; ""abschaltbar""";1
2004091;3;K01081;"Filter; H 5519/5619/5719/3419/11919";1
2004091;4;K01203;"Schieber schwarz; 5612 A";1
2004091;5;K02669;"Axialrillenkugellager; 51203";1
2004091;6;K02670;"Rillenkugellager; 6003-2RS1";1
2004091;7;K04172;"Öl; 80ml";1
2004091;8;KK001;Kleinteile;1
2004091;9;KK002;Arbeitslohn;2
2004091;10;999000;Verpackungskosten;1
2004094;1;K02582;Hot Wedge Welder Wedge It;1
2004094;2;K06423;Load Plate / CW180;1
2004094;3;K06509;Upper Nip Chain / CW154-35;1
2004094;4;K06424;Lower Nip Chain / CW181-35C;1
2004094;5;K06238;Master Link 35 / CW1017.35;2
2004094;6;K04283;Cam zu Wedge It / CW166;1
2004094;7;KK010;Chain link;1
2004094;8;K06164;Electrical Box Chassis / CW1005B;1
2004094;9;K06491;Zip Tie Holder 75 x 75 / CW7566K24;1
2004094;10;K06459;Terminal Block large / CWE147;1
2004094;11;K02247;Handle 25/120 - Nr.418 25 mm Durchmesser;1
2004094;12;K04280;Bearing, Travel RLR/SFR188PP / CW136;2
2004094;13;K00543;Socket head cap screw M  6 x  20;2
2004094;14;KK001;"Sundry supplies;";1
2004094;15;KK002;"Labour costs;";4,5
2004096;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2004096;2;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004096;3;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004096;4;KK001;Kleinteile;1
2004096;5;KK002;Arbeitslohn;1,5
2004096;6;999000;Verpackungskosten;1
2004097;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2004097;2;KK002;Arbeitslohn;0,5
2004098;1;K02746B;"Extruderschweißgerät ME-40-B; 230 V, DR-H";1
2004098;2;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2004098;3;KK002;Arbeitslohn;1,5
2004099;1;K02746B;"Extruderschweißgerät ME-40-B; 230 V, DR-H";1
2004099;2;K00573;"Innen-6kt-Schraube; M  5 x  30";1
2004099;3;K01989;"Rillenkugellager; 61905-2RS1";1
2004099;4;K05544;"Rillenkugellager;";1
2004099;5;K05574;"Flansch;";1
2004099;6;K02278;"Schaltgehäuse-Deckel; S/R, MA/E-60,40,25,G50 230/400";1
2004099;7;K02644;"Griffschale - links; Antrieb WX2";1
2004099;8;K02645;"Griffschale - rechts; Antrieb";1
2004099;9;K02187;"Regler f. Masse/Luft; + Halter, E5GC-QX1ACM-300";1
2004099;10;K02966;"Dichtring; MA/E-40 u. 60";1
2004099;11;K02532;"Distanzring; 25/5                   MA/E-60";1
2004099;12;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2004099;13;K04172;"Öl; 80ml";1
2004099;14;K03635;"Wellendichtring; 25x42x7 - BA";1
2004099;15;K03852;"Rillenkugellager; 6000-2BRS C3";2
2004099;16;K03832;"Rillenkugellager; 608 BRS";2
2004099;17;K03831;"Rillenkugellager; 6000 BRS";1
2004099;18;K03839;"Sicherungsring; A14";1
2004099;19;K05585;"Geflechtschlauch; 10 bis 20mm";35
2004099;20;K03636;"O-Ring; 62 x 2";1
2004099;21;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2004099;22;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2004099;23;K05682;"Acryl-Glasseidenschlauch; Id5, natur, 150m Spule";15
2004099;24;K03588;"Sicherungsring; SW 10";1
2004099;25;KK001;Kleinteile;1
2004099;26;KK002;Arbeitslohn;4
2004102;1;K04696;"Extruderschweißgerät; MAK-65-B, 230 V, mN";1
2004102;2;KK002;Arbeitslohn;1,5
2004103;1;K03330;"Extruderschweißgerät MA-40-BE; 230 V, ER-H";1
2004103;2;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2004103;3;KK001;Kleinteile;1
2004103;4;KK002;Arbeitslohn;1,5
2004104;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2004107;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004107;2;K04945;"Lüftereinheit Antrieb; vormontiert";1
2004107;3;K02669;"Axialrillenkugellager; 51203";1
2004107;4;K04259;"Frontfolie Display; für K-Regler  MM";1
2004107;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2004107;6;K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";1
2004107;7;KK001;Kleinteile;1
2004107;8;KK002;Arbeitslohn;2,5
2004107;9;999000;Verpackung PackStücke;1
2004108;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004108;2;K04945;"Lüftereinheit Antrieb; vormontiert";1
2004108;3;K05538;"Schneidkopf 18-9; MM";1
2004108;4;K05539;"Einzugshülse V; MM";1
2004108;5;K02669;"Axialrillenkugellager; 51203";1
2004108;6;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004108;7;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2004108;8;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2004108;9;K03883;"Düse; 40-6                        MM";1
2004108;10;KK001;Kleinteile;1
2004108;11;KK002;Arbeitslohn;3
2004109;1;K05207A;"Portable Extruder Welding Gun; MAK-32-S, 230 V, mN";1
2004109;2;K04232;"Electronic unit, MEG-23; 230V";1
2004109;3;K04234;Heating element, 2300W, 230V, MEG-23;1
2004109;4;K04785;Rod Guide;1
2004109;5;K04886A;"Carbon brush; UX1 115V, 230V";2
2004109;6;K04172;"Oil; 80ml";1
2004109;7;KK001;"Sundry supplies;";1
2004109;8;KK002;"Labour costs;";2,5
2004110;1;K04678;"Portable Extruder Welding Gun; MEK-18, 230 V, mN";1
2004110;2;K05924;"Electronic board ,  Type K ; Repair";1
2004110;3;K04785;Rod Guide;1
2004110;4;K03336;"Front foil; to controller Type K";1
2004110;5;K03276;Screwed cable guide BS-M 20x1,5;1
2004110;6;KK002;"Labour costs;";1
2004111;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2004111;2;K04232;"Elektronikeinheit; 230V, MEG-23";1
2004111;3;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2004111;4;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004111;5;K05674;"Kohlenwechseleinsatz; Antrieb UX1";1
2004111;6;K04886A;"Kohlebürste UX1; 2412";2
2004111;7;K03113;"Führungsstange; MA/E-25 u. 25-S";1
2004111;8;K03115;"Distanzhülse; MA/E-25 u. 25-S";1
2004111;9;K04429;"Distanzhülse; 18 bei Berührschutz";2
2004111;10;K04172;"Öl; 80ml";1
2004111;11;KK001;Kleinteile;1
2004111;12;KK002;Arbeitslohn;2
2004111;13;999000;Verpackung PackStücke;1
2004112;1;K00763;"Extruderschweißgerät Typ UKRA; 230 Volt";1
2004112;2;K01068;"Axialrillenkugellager; 51104";1
2004112;3;K00652;"Bundlager; 16 x 22 x 28 x 3 x 12";1
2004112;4;K00657;"Sicherungsring; I   35 x 1,5";1
2004112;5;K00658;"Sicherungsring; A   20 x 1,2";1
2004112;6;K00685;"Sicherungsring; A   16 x 1";1
2004112;7;K00661;"Paßscheibe; 16 x 22 x 1,5";1
2004112;8;K00660;Paßscheibe 20 x 28 x 2;1
2004112;9;K00610;"Gleitlager; 6 x 12 x 8";1
2004112;10;K00627;"Gleitlager; 8 x 12 x 8";1
2004112;11;K00659;"Seeger-Greifring; G   5,5 x 0,8";1
2004112;12;K00254;"Kugellager  608 2RS1; 8 X 22 X 7";1
2004112;13;K00662;"Paßscheibe, 6 x 10 x 1; UK SK UKR SKR U5R (A)";2
2004112;14;K01203;"Schieber schwarz; 5612 A";1
2004112;15;K01081;"Filter; H 5519/5619/5719/3419/11919";1
2004112;16;K03951;"Kabelschutz; BE 1020 , 0047";1
2004112;17;K00619;"Paßscheibe; 5 x 10 x 0,2                U2";2
2004112;18;K00618;"Schaftschraube; M 5 x 30                    U2";1
2004112;19;KK001;Kleinteile;1
2004112;20;KK002;Arbeitslohn;2,5
2004115;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2004115;2;K03626;"Verschlußkappe; Gerätedose";1
2004115;3;KK002;Arbeitslohn;1
2004117;1;K04676;"Portable Extruder Welding Gun; MAK-18, 230 V, mN";1
2004117;2;K03276;Screwed cable guide BS-M 20x1,5;1
2004117;3;K03336;"Front foil; to controller Type K";1
2004117;4;K04785;Rod Guide;1
2004117;5;K04509;"Nozzle; 30, MA/E-K-18/25, 3mm";1
2004117;6;K03638;"Joint ring; 10x19x7 Viton, Form A";1
2004117;7;K03635;Joint ring  25x42x7 - BA;1
2004117;8;K05159;Stranded wire rot EBM13 800826;1
2004117;9;K03832;Ball bearing 900737;1
2004117;10;K05924;"Electronic board ,  Type K ; Repair";1
2004117;11;K03640;Seal ring 4,5x7x1;3
2004117;12;KK002;"Labour costs;";2
2004118;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2004118;2;K02924;"Extruderschnecke; MA/E-25 u. 25-S; MAK18 u. 25";1
2004118;3;K02669;"Axialrillenkugellager; 51203";1
2004118;4;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2004118;5;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2004118;6;K04886A;"Kohlebürste UX1; 2412";2
2004118;7;KK001;Kleinteile;1
2004118;8;KK002;Arbeitslohn;1
2004118;9;KK002;Arbeitslohn;1
2004120;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2004120;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2004120;3;K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";1
2004120;4;K03955;"Gewindestift; M  5 x  6";6
2004120;5;KK001;Kleinteile;1
2004120;6;KK002;Arbeitslohn;1
2004121;1;K03969A;Munsch Mini Xtruder 230 V, mN;1
2004121;2;K04945;Fan guard, drive  MM;1
2004121;3;K03894;Axial blower;1
2004121;4;K06058;Fan guard, drive  MM;1
2004121;5;K03964;Motor unit , preheating 230V;1
2004121;6;KK22;Modification Extruderbody - Melting chamber;1
2004121;7;K02669;Axial ball bearing 51203;1
2004121;8;KK001;"Sundry supplies;";1
2004121;9;KK002;"Labour costs;";3
2004123;1;K05204;"Portable Extruder Welding Gun; MAK-32-B, 120 V, mN";1
