Startdatum;Enddatum;Typ;Anzahl_der_Serviceaufträge;Gesamte_Arbeitstage_zwischen_datum_waein_wausgang;Arbeitstage_zwischen_datum_waein_wausgang_pro_Serviceauftrag;Arbeitstage_zwischen_datum_repstart_repend_pro_Serviceauftrag;Arbeitstage_zwischen_datum_waein_repstart_pro_Serviceauftrag;Arbeitstage_zwischen_datum_repstart_repkv_pro_Serviceauftrag;Arbeitstage_zwischen_datum_repkv_kv_pro_Serviceauftrag;Arbeitstage_zwischen_datum_kv_auftrag_pro_Serviceauftrag;Arbeitstage_zwischen_datum_auftrag_repend_pro_Serviceauftrag;Arbeitstage_zwischen_datum_repend_wausgang_pro_Serviceauftrag
01.01.2018;31.12.2018;MM;322;2141;6.65;4.94;1.04;0.57;0.11;2.8;1.48;0.66
